City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,taksimo,56.3444,114.8794,-1.9,71,65,0.71,RU,1682616937
269,debre birhan,9.6833,39.5333,11.9,78,100,0.81,ET,1682616937
270,lompoc,34.6391,-120.4579,22.05,100,75,2.57,US,1682616742
271,betare oya,5.6,14.0833,22.43,76,86,1.73,CM,1682616938
272,mahavelona,-17.6848,49.5087,22.99,85,70,3.99,MG,1682616938
273,quinhamel,11.8833,-15.85,39.14,54,47,6.65,GW,1682616938
274,krotovka,53.2858,51.1686,16.1,46,39,1.81,RU,1682616939
275,kerch,45.3583,36.4758,12.84,86,98,5.0,UA,1682616939
276,isla aguada,18.7833,-91.4667,31.02,59,100,1.85,MX,1682616940
277,dunedin,-45.8742,170.5036,9.89,81,0,1.49,NZ,1682616663
278,port moresby,-9.4431,147.1797,25.68,94,75,3.6,PG,1682616940
279,raja,8.4596,25.678,27.08,61,84,2.4,SS,1682616940
280,arkalyk,50.2486,66.9114,18.05,31,53,3.33,KZ,1682616941
281,severobaykal'sk,55.65,109.3167,-4.29,86,72,2.42,RU,1682616941
282,geraldton,-28.7667,114.6,13.23,76,0,4.63,AU,1682616941
283,nizhneye kazanishche,42.7637,47.1603,7.29,80,67,0.85,RU,1682616942
284,hasaki,35.7333,140.8333,13.45,68,62,6.47,JP,1682616942
285,murun-kuren,49.6342,100.1625,-1.26,53,98,4.8,MN,1682616942
286,thayetmyo,19.3167,95.1833,29.74,46,11,1.55,MM,1682616942
287,leeds,53.7964,-1.5477,11.6,62,75,8.23,GB,1682616943
288,portland,45.5234,-122.6762,19.49,67,75,3.13,US,1682616869
289,coquimbo,-29.9533,-71.3436,14.85,82,100,3.09,CL,1682616911
290,egilsstadir,65.2653,-14.3948,-1.05,59,75,4.12,IS,1682616943
291,saint-yrieix-la-perche,45.516,1.2057,19.42,87,99,1.36,FR,1682616944
292,nikolayevsk-on-amure,53.1406,140.73,-0.77,96,100,3.56,RU,1682616944
293,katsuren-haebaru,26.3369,127.8719,22.01,73,40,2.57,JP,1682616944
294,zhanaozen,43.3,52.8,21.7,41,2,1.73,KZ,1682616944
295,nogliki,51.8333,143.1667,-1.24,98,100,4.0,RU,1682616944
296,beni,0.5,29.4667,17.54,98,72,1.34,CD,1682616944
297,pacific grove,36.6177,-121.9166,23.55,80,0,0.45,US,1682616945
298,khandyga,62.6667,135.6,-6.04,99,61,0.24,RU,1682616945
299,kiunga,-6.1219,141.2906,22.99,99,100,0.5,PG,1682616945
300,piti village,13.4626,144.6933,27.49,83,20,4.63,GU,1682616945
301,mejit,10.2753,170.8646,27.08,81,80,7.11,MH,1682616945
302,weiser,44.251,-116.9693,20.11,52,58,0.89,US,1682616946
303,gereida,11.2811,25.1414,27.02,60,98,4.99,SD,1682616946
304,antigonish,45.6169,-61.9986,8.64,79,100,0.45,CA,1682616946
305,las terrenas,19.311,-69.5428,30.93,62,20,2.57,DO,1682616946
306,gaigeturi,33.4644,126.3183,11.03,82,0,2.06,KR,1682616946
307,vorotynsk,54.4283,36.0465,15.96,81,92,2.07,RU,1682616946
308,shevchenko,48.5,35.0,13.47,84,100,4.03,UA,1682616947
309,shouguang,36.88,118.7375,13.66,79,72,4.5,CN,1682616947
310,chibougamau,49.9168,-74.3659,5.79,65,75,2.06,CA,1682616947
311,kroonstad,-27.6504,27.2349,18.13,70,82,2.97,ZA,1682616947
312,xique xique,-10.8217,-42.7311,31.32,42,12,1.25,BR,1682616947
313,yanbu,24.0891,38.0637,30.02,45,0,3.6,SA,1682616947
314,kargasok,59.0556,80.8572,7.22,91,100,4.34,RU,1682616948
315,port alfred,-33.5906,26.891,19.54,83,28,1.79,ZA,1682616948
316,iiyama,36.85,138.3667,8.97,75,0,1.46,JP,1682616948
317,prince albert,53.2001,-105.7677,3.97,75,100,2.57,CA,1682616948
318,anshun,26.25,105.9333,16.41,95,88,3.07,CN,1682616948
319,thunder bay,48.4001,-89.3168,4.99,87,100,13.89,CA,1682616819
320,stewartville,43.8555,-92.4885,17.99,50,75,8.75,US,1682616948
321,pearsall,28.8922,-99.095,28.96,40,0,3.92,US,1682616948
322,buurhakaba,2.8026,44.0781,27.86,71,100,4.33,SO,1682616949
323,xilin hot,43.9667,116.0333,5.69,24,100,3.36,CN,1682616949
324,kayangel,8.0823,134.7173,28.47,77,76,3.15,PW,1682616949
325,les avirons,-21.2418,55.3394,22.05,69,75,3.09,RE,1682616949
326,huarmey,-10.0681,-78.1522,26.65,72,57,4.7,PE,1682616949
327,almeria,37.1667,-2.3333,28.02,24,90,2.3,ES,1682616949
328,puerto santa,-8.9906,-78.6456,25.42,76,65,3.58,PE,1682616950
329,yuzhno-kurilsk,44.0306,145.8556,5.24,71,3,4.37,RU,1682616950
330,morant bay,17.8815,-76.4093,29.84,62,81,4.93,JM,1682616950
331,nushki,29.5542,66.0215,24.88,26,79,5.44,PK,1682616950
332,puerto gaitan,4.3133,-72.0816,31.28,58,98,1.45,CO,1682616774
333,chiredzi,-21.05,31.6667,21.94,58,0,2.64,ZW,1682616950
334,bikaner,28.0167,73.3,27.96,30,97,2.41,IN,1682616951
335,le grazie di ancona,43.6008,13.5153,16.64,51,87,1.54,IT,1682616951
336,sigli,5.3848,95.9609,26.91,80,99,1.81,ID,1682616951
337,usinsk,65.9939,57.5281,-4.51,90,84,6.81,RU,1682616951
338,okha,53.5739,142.9478,-1.16,96,100,6.07,RU,1682616951
339,codrington,-38.2667,141.9667,14.14,88,8,5.92,AU,1682616951
340,ancud,-41.8697,-73.8203,10.32,96,100,2.67,CL,1682616758
341,nakamura,32.9833,132.9333,11.11,85,59,1.01,JP,1682616951
342,sumbawa besar,-8.5,117.4333,23.86,94,99,1.05,ID,1682616951
343,vilyuysk,63.7553,121.6247,-1.15,91,82,3.92,RU,1682616951
344,nanakuli,21.3906,-158.1547,23.97,80,100,2.06,US,1682616952
345,east london,-33.0153,27.9116,19.52,82,0,4.12,ZA,1682616952
346,roma,43.2128,-75.4557,14.97,40,20,2.57,US,1682616943
347,laguna,38.421,-121.4238,28.94,43,0,1.54,US,1682616952
348,yaren,-0.5472,166.916,28.85,74,43,7.08,NR,1682616952
349,lipetsk,52.6031,39.5708,12.9,71,100,3.96,RU,1682616952
350,lerwick,60.1545,-1.1494,6.0,63,58,6.06,GB,1682616952
351,arawa,-6.2132,155.5367,24.94,91,23,1.06,PG,1682616952
352,mangrol,21.1167,70.1167,26.46,83,10,3.09,IN,1682616953
353,talakan,50.3167,130.3667,1.31,55,61,1.46,RU,1682616953
354,al kharijah,25.4514,30.5464,27.58,18,0,3.64,EG,1682616953
355,valle de la pascua,9.2155,-66.0073,35.44,36,51,2.66,VE,1682616953
356,kudymkar,59.0173,54.656,8.96,93,100,3.74,RU,1682616953
357,bay harbor,30.1471,-85.6146,23.97,85,75,7.2,US,1682616953
358,opuwo,-18.0607,13.84,26.25,30,48,3.13,,1682616953
359,tyukhtet,56.5389,89.3011,7.8,94,100,4.36,RU,1682616954
360,la passe,45.5549,-0.8967,22.13,83,97,2.61,FR,1682616954
361,mwinilunga,-11.7358,24.4293,15.84,63,63,1.63,ZM,1682616954
362,coeur d'alene,47.6777,-116.7805,17.19,39,0,3.13,US,1682616919
363,saudarkrokur,65.7461,-19.6394,0.94,55,4,3.57,IS,1682616954
364,rio grande,-32.035,-52.0986,23.06,58,3,4.19,BR,1682616954
365,tamanrasset,22.785,5.5228,30.95,9,40,6.69,DZ,1682616954
366,ambodifotatra,-16.9833,49.85,27.01,69,72,7.91,MG,1682616954
367,tionk essil,12.7856,-16.5217,35.03,51,20,7.51,SN,1682616954
368,amahai,-3.3333,128.9167,26.02,85,100,1.38,ID,1682616954
369,martapura,-3.4167,114.85,25.05,94,75,2.57,ID,1682616955
370,san juan de miraflores,-12.1629,-76.9635,25.29,73,58,4.22,PE,1682616955
371,barra de santo antonio,-9.4047,-35.5072,27.6,73,72,3.35,BR,1682616955
372,mwingi,-0.9344,38.0601,20.7,80,92,2.71,KE,1682616955
373,flying fish cove,-10.4217,105.6791,27.46,79,72,7.58,CX,1682616955
374,fortuna,40.5982,-124.1573,16.1,76,35,2.56,US,1682616955
375,medicine hat,50.0501,-110.6683,8.18,69,100,9.26,CA,1682616937
376,belyy yar,53.6039,91.3903,8.94,81,0,4.0,RU,1682616955
377,soufriere,13.8562,-61.0566,29.81,82,75,3.6,LC,1682616956
378,mil'kovo,55.6078,37.7956,17.22,75,79,2.16,RU,1682616956
379,rio verde de mato grosso,-18.9181,-54.8442,27.85,68,16,3.49,BR,1682616956
380,crane,31.3974,-102.3501,19.25,31,0,3.14,US,1682616956
381,port victoria,0.0939,33.9756,21.92,81,90,2.92,KE,1682616956
382,alofi,-19.0595,-169.9187,22.94,100,100,1.54,NU,1682616956
383,san justo,-30.7891,-60.5919,26.08,35,2,3.19,AR,1682616956
384,oranjemund,-28.55,16.4333,14.79,85,1,2.95,,1682616956
385,kloulklubed,7.0419,134.2556,27.28,79,65,2.58,PW,1682616956
386,maragogi,-9.0122,-35.2225,27.98,74,83,3.2,BR,1682616956
387,pechora,65.1472,57.2244,-3.2,88,86,5.85,RU,1682616957
388,trairi,-3.2778,-39.2689,25.57,82,100,4.76,BR,1682616742
389,howrah,22.5892,88.3103,25.0,88,40,2.06,IN,1682616957
390,villamontes,-21.25,-63.5,25.69,69,75,0.0,BO,1682616957
391,cabedelo,-6.9811,-34.8339,30.37,69,43,2.51,BR,1682616957
392,kerikeri,-35.2268,173.9474,12.17,92,93,1.29,NZ,1682616957
393,deoli,25.75,75.3833,27.13,36,98,5.11,IN,1682616957
394,guozhen,34.3659,107.359,14.12,58,100,1.2,CN,1682616957
395,arkhangel'sk,64.5401,40.5433,4.06,56,0,4.0,RU,1682616931
396,niquelandia,-14.4739,-48.4597,30.39,44,29,1.24,BR,1682616952
397,ulanhot,46.0833,122.0833,7.85,76,99,1.25,CN,1682616958
398,mersa matruh,31.3525,27.2453,19.11,72,40,7.2,EG,1682616958
399,buckie,57.6757,-2.9624,8.91,84,100,7.7,GB,1682616958
400,khategaon,22.6,76.9167,28.33,40,83,2.46,IN,1682616958
401,were ilu,10.6,39.4333,12.61,81,96,1.53,ET,1682616958
402,thinadhoo,0.5333,72.9333,28.99,76,38,2.82,MV,1682616865
403,irtyshsk,53.3333,75.4572,18.13,39,100,6.62,KZ,1682616958
404,hobyo,5.3505,48.5268,29.47,78,53,6.99,SO,1682616958
405,macara,-4.3833,-79.95,27.36,81,44,2.42,EC,1682616959
406,sarakhs,36.5449,61.1577,25.08,20,0,0.0,IR,1682616959
407,abrud,46.2667,23.0667,3.07,79,98,1.36,RO,1682616959
408,sharlyk,52.9167,54.75,16.16,51,25,2.07,RU,1682616959
409,saint-philippe,-21.3585,55.7679,23.77,80,15,4.73,RE,1682616959
410,kudahuvadhoo,2.6708,72.8944,28.86,73,84,2.25,MV,1682616959
411,zanjan,36.6736,48.4787,16.13,22,3,1.24,IR,1682616959
412,al jumum,21.6169,39.6981,30.1,28,48,3.63,SA,1682616959
413,puerto armuelles,8.2833,-82.8667,31.99,66,38,3.52,PA,1682616959
414,yambio,4.5721,28.3955,22.79,79,29,1.34,SS,1682616960
415,fada,9.5667,8.3,21.52,88,95,2.11,NG,1682616960
416,la mira,18.035,-102.3266,28.99,53,74,4.45,MX,1682616960
417,algona,43.07,-94.233,20.09,32,0,8.23,US,1682616960
418,ola,59.5833,151.2833,-3.25,78,6,4.83,RU,1682616960
419,santo domingo de los colorados,-0.25,-79.15,27.21,68,65,1.97,EC,1682616733
420,tvoroyri,61.5556,-6.8111,3.49,75,92,9.19,FO,1682616960
421,poronaysk,49.2167,143.1167,0.09,76,26,2.46,RU,1682616960
422,belaya kholunitsa,58.84,50.8528,9.7,95,100,2.28,RU,1682616960
423,yerofey pavlovich,53.9667,121.9667,-3.21,72,45,2.01,RU,1682616961
424,magadan,59.5667,150.8,-3.59,78,4,4.62,RU,1682616961
425,cooper's town,26.8667,-77.5167,24.72,75,13,5.79,BS,1682616961
426,north bend,43.4065,-124.2243,18.84,84,0,1.54,US,1682616961
427,new norfolk,-42.7826,147.0587,12.73,68,20,0.79,AU,1682616961
428,lubao,14.9167,120.55,26.04,76,3,1.59,PH,1682616961
429,tual,-5.6667,132.75,28.18,77,98,4.82,ID,1682616961
430,whakatane,-37.9585,176.9854,8.06,95,91,0.45,NZ,1682616962
431,chimore,-16.9833,-65.1333,29.13,66,43,1.19,BO,1682616963
432,bereznik,62.8551,42.7072,1.85,88,86,3.74,RU,1682616965
433,sihanoukville,10.6093,103.5296,24.97,88,75,1.03,KH,1682616965
434,smara,26.7384,-11.6719,36.85,14,6,8.86,EH,1682616966
435,mamadysh,55.7152,51.408,15.6,76,44,2.64,RU,1682616932
436,papar,5.7333,115.9333,27.0,90,74,1.94,MY,1682616966
437,turpan,42.9333,89.1667,20.27,16,15,2.84,CN,1682616967
438,petrolina,-9.3986,-40.5008,32.03,48,40,3.6,BR,1682616967
439,lynchburg,37.4138,-79.1423,21.78,56,40,0.0,US,1682616933
440,cuauhtemoc,28.4167,-106.8667,20.15,12,0,2.42,MX,1682616895
441,vangaindrano,-23.35,47.6,21.3,87,10,1.97,MG,1682616968
442,ilebo,-4.3167,20.5833,23.43,90,68,0.66,CD,1682616968
443,madugula,17.9167,82.8,25.58,73,74,0.83,IN,1682616968
444,jiuquan,39.7432,98.5174,3.73,25,66,5.16,CN,1682616968
445,bojnurd,37.4747,57.329,13.97,88,100,2.06,IR,1682616969
446,agat village,13.3886,144.6585,27.52,83,20,4.63,GU,1682616969
447,bawku,11.0616,-0.2417,33.63,34,46,4.59,GH,1682616969
448,heihe,50.2441,127.4902,0.32,36,76,1.61,CN,1682616970
449,samus',56.7475,84.6992,11.8,80,100,2.55,RU,1682616970
450,kuqa,41.7278,82.9364,16.1,15,0,1.18,CN,1682616970
451,galle,6.0367,80.217,26.99,83,94,5.13,LK,1682616868
452,manakara,-22.1333,48.0167,22.2,83,7,2.61,MG,1682616971
453,tabas,33.5959,56.9244,25.35,33,100,6.26,IR,1682616972
454,tahe,52.3333,124.7333,-1.7,62,66,0.71,CN,1682616972
455,babat,-7.1128,112.1635,24.75,93,92,1.12,ID,1682616973
456,champerico,14.3,-91.9167,33.3,58,95,4.74,GT,1682616973
457,archangelos,36.2149,28.1149,16.99,74,0,6.26,GR,1682616973
458,hilo,19.7297,-155.09,27.38,78,0,1.54,US,1682616973
459,soure,-0.7167,-48.5233,26.52,84,100,2.33,BR,1682616973
460,aroma,15.8167,36.1333,34.31,24,37,6.89,SD,1682616974
461,gao,16.6362,1.637,34.89,7,0,4.56,ML,1682616974
462,el nido,11.1858,119.3956,28.87,74,7,6.74,PH,1682616975
463,axim,4.8699,-2.2405,28.1,78,95,5.4,GH,1682616975
464,timimoun,29.2639,0.231,34.96,7,0,4.83,DZ,1682616976
465,conde,-7.2597,-34.9075,29.7,66,40,3.09,BR,1682616976
466,sarangani,5.4033,125.4636,28.68,76,96,8.28,PH,1682616976
467,yongchuan,29.3514,105.8947,21.14,73,100,1.89,CN,1682616977
468,touros,-5.1989,-35.4608,27.59,80,100,2.59,BR,1682616977
469,chayan,43.0297,69.3772,16.48,34,0,4.36,KZ,1682616977
470,toliara,-23.35,43.6667,22.69,67,0,5.12,MG,1682616977
471,sola,-13.8833,167.55,27.22,72,2,2.11,VU,1682616977
472,bogalusa,30.791,-89.8487,24.3,83,75,2.57,US,1682616978
473,namibe,-15.1961,12.1522,23.93,78,74,5.44,AO,1682616978
474,bobrov,51.0961,40.0333,12.53,86,79,3.75,RU,1682616978
475,udachny,66.4167,112.4,-13.77,98,49,1.5,RU,1682616979
476,nuku'alofa,-21.1333,-175.2,25.19,88,40,6.69,TO,1682616979
477,puerto baquerizo moreno,-0.9,-89.6,29.55,70,40,3.09,EC,1682616762
478,hoemul-li,41.4339,129.67,10.19,71,85,0.77,KP,1682616980
479,broome,42.2506,-75.833,14.18,58,73,1.79,US,1682616980
480,tokar,18.4254,37.729,28.89,68,65,2.97,SD,1682616980
481,bichura,50.5881,107.6022,-4.87,94,86,1.72,RU,1682616980
482,kiruna,67.8557,20.2251,6.51,61,75,5.14,SE,1682616981
483,oodweyne,9.4092,45.064,25.11,63,98,1.1,SO,1682616981
484,kayyerkan,69.3786,87.7439,-11.5,100,99,1.81,RU,1682616982
485,aksu,41.1231,80.2644,16.43,21,44,1.57,CN,1682616982
486,worthington,40.0931,-83.018,16.9,39,0,4.12,US,1682616983
487,daru,-9.0763,143.2092,25.82,88,99,4.8,PG,1682616983
488,katsuura,35.1333,140.3,17.81,70,100,7.36,JP,1682616984
489,grand falls-windsor,48.9332,-55.6649,11.39,54,23,0.89,CA,1682616984
490,labuan,5.2767,115.2417,27.2,89,20,0.0,MY,1682616984
491,mossel bay,-34.1831,22.146,17.96,80,20,2.07,ZA,1682616985
492,san patricio,28.017,-97.5169,26.6,75,76,6.04,US,1682616985
493,ishigaki,24.3448,124.1572,23.07,94,40,4.63,JP,1682616985
494,mabaruma,8.2,-59.7833,27.41,88,80,2.2,GY,1682616987
495,atri,42.5778,13.9848,13.51,67,97,1.42,IT,1682616987
496,naifaru,5.4444,73.3657,29.01,76,54,3.06,MV,1682616987
497,calvinia,-31.4707,19.776,13.8,79,41,1.94,ZA,1682616989
498,wuwei,37.9281,102.6414,3.45,74,63,9.35,CN,1682616989
499,san jose del guaviare,2.5729,-72.6459,28.49,74,71,1.61,CO,1682616989
500,ksar el boukhari,35.8889,2.7491,27.82,22,35,3.19,DZ,1682616990
501,villarrica,-25.75,-56.4333,26.11,44,0,2.28,PY,1682616990
502,taro,-8.3862,115.28,24.0,96,98,0.77,ID,1682616990
503,seabra,-12.4186,-41.7703,31.83,27,6,2.86,BR,1682616991
504,tawau,4.2498,117.8871,25.07,86,98,1.82,MY,1682616991
505,camacupa,-12.0167,17.4833,17.65,61,8,1.04,AO,1682616991
506,nova borova,50.693,28.6345,6.82,68,98,2.36,UA,1682616991
507,funadhoo,6.15,73.2667,29.28,75,79,2.85,MV,1682616991
508,kidal,18.4411,1.4078,35.54,5,0,2.99,ML,1682616992
509,sao joao da barra,-21.6403,-41.0511,31.05,60,12,1.32,BR,1682616992
510,chekmagush,55.1319,54.6556,14.9,56,49,2.9,RU,1682616993
511,i-n-salah,27.1935,2.4607,35.37,8,0,5.86,DZ,1682616993
512,waddan,29.1614,16.139,27.4,23,0,5.4,LY,1682616993
513,reggane,26.7158,0.1714,36.36,6,0,4.68,DZ,1682616993
514,undurkhaan,47.3194,110.6556,-0.85,51,59,2.56,MN,1682616993
515,mahina,-17.5065,-149.489,26.87,83,40,1.03,PF,1682616993
516,bodo,67.28,14.405,6.08,89,100,3.09,NO,1682616911
517,shimoda,34.6667,138.95,13.39,76,73,4.36,JP,1682616994
518,ulladulla,-35.35,150.4667,14.76,72,0,2.93,AU,1682616994
519,lebrija,36.9208,-6.0753,34.05,25,0,3.09,ES,1682616930
520,vakfikebir,41.0458,39.2764,16.93,88,79,2.76,TR,1682616995
521,melekeok village,7.4957,134.6367,27.31,89,75,0.0,PW,1682616995
522,arraial do cabo,-22.9661,-42.0278,27.98,69,0,5.66,BR,1682616995
523,san rafael del yuma,18.4299,-68.6739,32.11,51,71,3.36,DO,1682616997
524,oamaru,-45.0784,170.9801,8.49,80,0,3.29,NZ,1682616997
525,vallenar,-28.5708,-70.7581,25.89,33,4,2.66,CL,1682616722
526,kununurra,-15.7667,128.7333,23.99,88,18,0.51,AU,1682616997
527,natchez,31.5604,-91.4032,21.25,83,0,5.14,US,1682616951
528,laela,-8.5667,32.05,15.37,85,97,1.94,TZ,1682616998
529,sanger,36.708,-119.556,30.24,39,0,4.12,US,1682616998
530,soio,-6.1349,12.3689,26.56,86,99,3.3,AO,1682616998
531,saint-francois,46.4154,3.9054,20.69,52,0,1.54,FR,1682616998
532,monteagudo,-19.8167,-63.9833,28.51,40,9,2.42,BO,1682616998
533,serra,-20.1286,-40.3078,31.7,51,20,5.14,BR,1682616999
534,krutinka,56.0055,71.5113,16.85,32,99,7.92,RU,1682616999
535,masuguru,-11.3667,38.4167,24.07,71,44,1.16,TZ,1682616999
536,lubang,13.8584,120.124,27.65,78,3,8.2,PH,1682617000
537,colac,-38.3333,143.5833,14.91,79,36,4.34,AU,1682617000
538,greenville,35.6127,-77.3663,17.09,98,100,4.12,US,1682617000
